I9_DX,I9_DX_desc,CCI,body_system
6002,BENIGN LOCALIZED HYPERPLASIA OF PROST(Begin 2000 End 2003),Chronic,Diseases of the genitourinary system
60020,BENIGN LOCALIZED HYPERPLASIA (Begin 2003),Chronic,Diseases of the genitourinary system
60021,BENIGN LOCALIZED HYPERPLASIA (Begin 2003),Chronic,Diseases of the genitourinary system
6003,CYST OF PROSTATE(Begin 2000),Chronic,Diseases of the genitourinary system
6009,HYPERPLASIA OF PROSTATE UNSPECIFIED(Begin 2000 End 2003),Chronic,Diseases of the genitourinary system
60090,HYPERPLASIA OF PROSTATE- UNS (Begin 2003),Chronic,Diseases of the genitourinary system
60091,HYPERPLASIA OF PROSTATE- UNS (Begin 2003),Chronic,Diseases of the genitourinary system
6010,ACUTE PROSTATITIS,NonChronic,Diseases of the genitourinary system
6011,CHRONIC PROSTATITIS,Chronic,Diseases of the genitourinary system
6012,ABSCESS OF PROSTATE,NonChronic,Diseases of the genitourinary system
6013,PROSTATOCYSTITIS,NonChronic,Diseases of the genitourinary system
6014,PROSTATITIS IN OTH DIS,NonChronic,Diseases of the genitourinary system
6018,PROSTATIC INFLAM DIS NEC,NonChronic,Diseases of the genitourinary system
6019,PROSTATITIS NOS,NonChronic,Diseases of the genitourinary system
6020,CALCULUS OF PROSTATE,NonChronic,Diseases of the genitourinary system
6021,PROSTATIC CONGEST/HEMORR,NonChronic,Diseases of the genitourinary system
6022,ATROPHY OF PROSTATE,NonChronic,Diseases of the genitourinary system
6023,DYSPLASIA OF PROSTATE (Begin 2001),NonChronic,Diseases of the genitourinary system
6028,PROSTATIC DISORDERS NEC,NonChronic,Diseases of the genitourinary system
6029,PROSTATIC DISORDER NOS,NonChronic,Diseases of the genitourinary system
6030,ENCYSTED HYDROCELE,NonChronic,Diseases of the genitourinary system
6031,INFECTED HYDROCELE,NonChronic,Diseases of the genitourinary system
6038,HYDROCELE NEC,NonChronic,Diseases of the genitourinary system
6039,HYDROCELE NOS,NonChronic,Diseases of the genitourinary system
6040,ORCHITIS WITH ABSCESS,NonChronic,Diseases of the genitourinary system
60490,ORCHITIS/EPIDIDYMIT NOS,NonChronic,Diseases of the genitourinary system
60491,ORCHITIS IN OTH DISEASE,NonChronic,Diseases of the genitourinary system
60499,ORCHITIS/EPIDIDYMIT NEC,NonChronic,Diseases of the genitourinary system
605,REDUN PREPUCE & PHIMOSIS,NonChronic,Diseases of the genitourinary system
6060,AZOOSPERMIA,NonChronic,Diseases of the genitourinary system
6061,OLIGOSPERMIA,NonChronic,Diseases of the genitourinary system
6068,MALE INFERTILITY NEC,NonChronic,Diseases of the genitourinary system
6069,MALE INFERTILITY NOS,NonChronic,Diseases of the genitourinary system
6070,LEUKOPLAKIA OF PENIS,Chronic,Diseases of the genitourinary system
6071,BALANOPOSTHITIS,Chronic,Diseases of the genitourinary system
6072,INFLAM DIS PENIS NEC,Chronic,Diseases of the genitourinary system
6073,PRIAPISM,Chronic,Diseases of the genitourinary system
60781,BALANITIS XEROTICA OBLIT,Chronic,Diseases of the genitourinary system
60782,VASCULAR DISORDER PENIS,Chronic,Diseases of the genitourinary system
60783,EDEMA OF PENIS,Chronic,Diseases of the genitourinary system
60784,IMPOTENCE ORGANIC ORIGN,Chronic,Diseases of the genitourinary system
60785,PEYRONIES DISEASE (Begin 2003),Chronic,Diseases of the genitourinary system
60789,DISORDER OF PENIS NEC,Chronic,Diseases of the genitourinary system
6079,DISORDER OF PENIS NOS,Chronic,Diseases of the genitourinary system
6080,SEMINAL VESICULITIS,NonChronic,Diseases of the genitourinary system
6081,SPERMATOCELE,NonChronic,Diseases of the genitourinary system
6082,TORSION OF TESTIS,NonChronic,Diseases of the genitourinary system
60820,TORSION OF TESTIS NOS (Begin 2006),NonChronic,Diseases of the genitourinary system
60821,EXTRAVAG TORS SPERM CORD (Begin 2006),NonChronic,Diseases of the genitourinary system
60822,INTRAVAG TORS SPERM CORD (Begin 2006),NonChronic,Diseases of the genitourinary system
60823,TORSION APPENDIX TESTIS (Begin 2006),NonChronic,Diseases of the genitourinary system
60824,TORSION APPY EPIDIDYMIS (Begin 2006),NonChronic,Diseases of the genitourinary system
6083,ATROPHY OF TESTIS,NonChronic,Diseases of the genitourinary system
6084,MALE GEN INFLAM DIS NEC,NonChronic,Diseases of the genitourinary system
60881,MALE GEN DIS IN OTH DIS,NonChronic,Diseases of the genitourinary system
60882,HEMATOSPERMIA (Begin 2001),NonChronic,Diseases of the genitourinary system
60883,MALE GEN VASCUL DIS NEC,NonChronic,Diseases of the genitourinary system
60884,CHYLOCELE TUNIC VAGINAL,NonChronic,Diseases of the genitourinary system
60885,STRICTURE MALE GEN ORGN,NonChronic,Diseases of the genitourinary system
60886,EDEMA MALE GENITAL ORGN,NonChronic,Diseases of the genitourinary system
60887,RETROGRADE EJACULATION (Begin 2001),NonChronic,Diseases of the genitourinary system
60889,MALE GENITAL DIS NEC,NonChronic,Diseases of the genitourinary system
6089,MALE GENITAL DIS NOS,NonChronic,Diseases of the genitourinary system
6100,SOLITARY CYST OF BREAST,NonChronic,Diseases of the genitourinary system
6101,DIFFUS CYSTIC MASTOPATHY,Chronic,Diseases of the genitourinary system
6102,FIBROADENOSIS OF BREAST,Chronic,Diseases of the genitourinary system
6103,FIBROSCLEROSIS OF BREAST,Chronic,Diseases of the genitourinary system
6104,MAMMARY DUCT ECTASIA,Chronic,Diseases of the genitourinary system
6108,BENIGN MAMM DYSPLAS NEC,NonChronic,Diseases of the genitourinary system
6109,BENIGN MAMM DYSPLAS NOS,NonChronic,Diseases of the genitourinary system
6110,INFLAM DISEASE OF BREAST,NonChronic,Diseases of the genitourinary system
6111,HYPERTROPHY OF BREAST,NonChronic,Diseases of the genitourinary system
6112,FISSURE OF NIPPLE,NonChronic,Diseases of the genitourinary system
6113,FAT NECROSIS OF BREAST,NonChronic,Diseases of the genitourinary system
6114,ATROPHY OF BREAST,NonChronic,Diseases of the genitourinary system
6115,GALACTOCELE,NonChronic,Diseases of the genitourinary system
6116,GALACTORRHEA-NONOBSTET,NonChronic,Diseases of the genitourinary system
61171,MASTODYNIA,NonChronic,Diseases of the genitourinary system
61172,LUMP OR MASS IN BREAST,NonChronic,Diseases of the genitourinary system
61179,SYMPTOMS IN BREAST NEC,NonChronic,Diseases of the genitourinary system
6118,BREAST DISORDERS NEC (end 2008),NonChronic,Diseases of the genitourinary system
61181,PTOSIS OF BREAST (begin 2008),NonChronic,Diseases of the genitourinary system
61182,HYPOPLASIA OF BREAST (begin 2008),NonChronic,Diseases of the genitourinary system
61183,CAPSLR CONTRCTR BRST IMP (begin 2008),NonChronic,Diseases of the genitourinary system
61189,DISORDERS BREAST NEC (begin 2008),NonChronic,Diseases of the genitourinary system
6119,BREAST DISORDER NOS-,NonChronic,Diseases of the genitourinary system
6120,DEFORMITY RECONST BREAST (begin 2008),NonChronic,Diseases of the genitourinary system
6121,DISPROPORTN RECONST BRST (begin 2008),NonChronic,Diseases of the genitourinary system
6140,AC SALPINGO-OOPHORITIS,NonChronic,Diseases of the genitourinary system
6141,CHR SALPINGO-OOPHORITIS,Chronic,Diseases of the genitourinary system
6142,SALPINGO-OOPHORITIS NOS,NonChronic,Diseases of the genitourinary system
6143,ACUTE PARAMETRITIS,NonChronic,Diseases of the genitourinary system
6144,CHRONIC PARAMETRITIS,Chronic,Diseases of the genitourinary system
6145,AC PELV PERITONITIS-FEM,NonChronic,Diseases of the genitourinary system
6146,FEM PELVIC PERITON ADHES,NonChronic,Diseases of the genitourinary system
6147,CHR PELV PERITON NEC-FEM,Chronic,Diseases of the genitourinary system
6148,FEM PELV INFLAM DIS NEC,NonChronic,Diseases of the genitourinary system
6149,FEM PELV INFLAM DIS NOS,NonChronic,Diseases of the genitourinary system
6150,AC UTERINE INFLAMMATION,NonChronic,Diseases of the genitourinary system
6151,CHR UTERINE INFLAMMATION,Chronic,Diseases of the genitourinary system
6159,UTERINE INFLAM DIS NOS,NonChronic,Diseases of the genitourinary system
6160,CERVICITIS,NonChronic,Diseases of the genitourinary system
61610,VAGINITIS NOS,NonChronic,Diseases of the genitourinary system
61611,VAGINITIS IN OTH DISEASE,NonChronic,Diseases of the genitourinary system
6162,BARTHOLINS GLAND CYST,NonChronic,Diseases of the genitourinary system
6163,BARTHOLINS GLND ABSCESS,NonChronic,Diseases of the genitourinary system
6164,ABSCESS OF VULVA NEC,NonChronic,Diseases of the genitourinary system
61650,ULCERATION OF VULVA NOS,NonChronic,Diseases of the genitourinary system
61651,VULVAR ULCER IN OTH DIS,NonChronic,Diseases of the genitourinary system
6168,FEMALE GEN INFLAM NEC,NonChronic,Diseases of the genitourinary system
61681,MUCOSITIS CERVVAGVULVA (Begin 2006),NonChronic,Diseases of the genitourinary system
61689,INFLM CERVVAGVULVA NEC (Begin 2006),NonChronic,Diseases of the genitourinary system
6169,FEMALE GEN INFLAM NOS,NonChronic,Diseases of the genitourinary system
6170,UTERINE ENDOMETRIOSIS,Chronic,Diseases of the genitourinary system
6171,OVARIAN ENDOMETRIOSIS,Chronic,Diseases of the genitourinary system
6172,TUBAL ENDOMETRIOSIS,Chronic,Diseases of the genitourinary system
6173,PELV PERIT ENDOMETRIOSIS,Chronic,Diseases of the genitourinary system
6174,VAGINAL ENDOMETRIOSIS,Chronic,Diseases of the genitourinary system
6175,INTESTINAL ENDOMETRIOSIS,Chronic,Diseases of the genitourinary system
6176,ENDOMETRIOSIS IN SCAR,Chronic,Diseases of the genitourinary system
6178,ENDOMETRIOSIS NEC,Chronic,Diseases of the genitourinary system
6179,ENDOMETRIOSIS NOS,Chronic,Diseases of the genitourinary system
6180,PROLAPSE OF VAGINAL WALL  (End 2004),Chronic,Diseases of the genitourinary system
61800,VAGINAL WALL PROLPSE NOS (Begin 2004),Chronic,Diseases of the genitourinary system
61801,CYSTOCELE MIDLINE (Begin 2004),Chronic,Diseases of the genitourinary system
61802,CYSTOCELE LATERAL (Begin 2004),Chronic,Diseases of the genitourinary system
61803,URETHROCELE (Begin 2004),Chronic,Diseases of the genitourinary system
61804,RECTOCELE (Begin 2004),Chronic,Diseases of the genitourinary system
61805,PERINEOCELE (Begin 2004),Chronic,Diseases of the genitourinary system
61809,CYSTOURETHROCELE (Begin 2004),Chronic,Diseases of the genitourinary system
6181,UTERINE PROLAPSE,Chronic,Diseases of the genitourinary system
6182,UTEROVAG PROLAPS-INCOMPL,Chronic,Diseases of the genitourinary system
6183,UTEROVAG PROLAPS-COMPLET,Chronic,Diseases of the genitourinary system
6184,UTERVAGINAL PROLAPSE NOS,Chronic,Diseases of the genitourinary system
6185,POSTOP VAGINAL PROLAPSE,Chronic,Diseases of the genitourinary system
6186,VAGINAL ENTEROCELE,Chronic,Diseases of the genitourinary system
6187,OLD LACER PELVIC MUSCLE,Chronic,Diseases of the genitourinary system
6188,GENITAL PROLAPSE NEC  (End 2004),Chronic,Diseases of the genitourinary system
61881,INCOMPTNCE PUBOCERV TISS (Begin 2004),Chronic,Diseases of the genitourinary system
61882,INCOMPTNCE RECTOVAG TISS (Begin 2004),Chronic,Diseases of the genitourinary system
61883,PELVIC MUSCLE WASTING (Begin 2004),Chronic,Diseases of the genitourinary system
61884,CERVICAL STUMP PROLAPSE (Begin 2006),Chronic,Diseases of the genitourinary system
61889,GENITAL PROLAPSE NEC (Begin 2004),Chronic,Diseases of the genitourinary system
6189,GENITAL PROLAPSE NOS,Chronic,Diseases of the genitourinary system
6190,URIN-GENITAL FISTUL FEM,Chronic,Diseases of the genitourinary system
6191,DIGEST-GENIT FISTUL FEM,Chronic,Diseases of the genitourinary system
6192,GENITAL-SKIN FISTUL FEM,Chronic,Diseases of the genitourinary system
6198,FEM GENITAL FISTULA NEC,Chronic,Diseases of the genitourinary system
6199,FEM GENITAL FISTULA NOS,Chronic,Diseases of the genitourinary system
6200,FOLLICULAR CYST OF OVARY,NonChronic,Diseases of the genitourinary system
6201,CORPUS LUTEUM CYST,NonChronic,Diseases of the genitourinary system
6202,OVARIAN CYST NEC/NOS,NonChronic,Diseases of the genitourinary system
6203,ACQ ATROPHY OVARY & TUBE,NonChronic,Diseases of the genitourinary system
6204,PROLAPSE OF OVARY & TUBE,NonChronic,Diseases of the genitourinary system
6205,TORSION OF OVARY OR TUBE,NonChronic,Diseases of the genitourinary system
6206,BROAD LIGAMENT LACER SYN,NonChronic,Diseases of the genitourinary system
6207,BROAD LIGAMENT HEMATOMA,NonChronic,Diseases of the genitourinary system
6208,NONINFL DIS OVA/ADNX NEC,NonChronic,Diseases of the genitourinary system
6209,NONINFL DIS OVA/ADNX NOS,NonChronic,Diseases of the genitourinary system
6210,POLYP OF CORPUS UTERI,NonChronic,Diseases of the genitourinary system
6211,CHR UTERINE SUBINVOLUTN,NonChronic,Diseases of the genitourinary system
6212,HYPERTROPHY OF UTERUS,NonChronic,Diseases of the genitourinary system
6213,ENDOMETRIAL HYPERPLASIA  (End 2004),Chronic,Diseases of the genitourinary system
62130,ENDOMETRIAL HYPERPLASIA NOS (Begin 2004),Chronic,Diseases of the genitourinary system
62131,SIMP ENDO HYPER W/O ATYP (Begin 2004),Chronic,Diseases of the genitourinary system
62132,COMP ENDO HYPER W/O ATYP (Begin 2004),Chronic,Diseases of the genitourinary system
62133,ENDOMET HYPERPLA W ATYP (Begin 2004),Chronic,Diseases of the genitourinary system
62134,Ben endomet hyperplasia (begin 2009),Chronic,Diseases of the genitourinary system
62135,Endomet intraepithl neop (begin 2009),Chronic,Diseases of the genitourinary system
6214,HEMATOMETRA,NonChronic,Diseases of the genitourinary system
6215,INTRAUTERINE SYNECHIAE,NonChronic,Diseases of the genitourinary system
6216,MALPOSITION OF UTERUS,NonChronic,Diseases of the genitourinary system
6217,CHR INVERSION OF UTERUS,NonChronic,Diseases of the genitourinary system
6218,DISORDERS OF UTERUS NEC,NonChronic,Diseases of the genitourinary system
6219,DISORDER OF UTERUS NOS,NonChronic,Diseases of the genitourinary system
6220,EROSION/ECTROPION CERVIX,NonChronic,Diseases of the genitourinary system
6221,DYSPLASIA OF CERVIX  (End 2004),NonChronic,Diseases of the genitourinary system
62210,DYSPLASIA OF CERVIX NOS (Begin 2004),NonChronic,Diseases of the genitourinary system
62211,MILD DYSPLASIA OF CERVIX (Begin 2004),NonChronic,Diseases of the genitourinary system
62212,MOD DYSPLASIA OF CERVIX (Begin 2004),NonChronic,Diseases of the genitourinary system
6222,LEUKOPLAKIA OF CERVIX,NonChronic,Diseases of the genitourinary system
6223,OLD LACERATION OF CERVIX,NonChronic,Diseases of the genitourinary system
6224,STRICTURE OF CERVIX,NonChronic,Diseases of the genitourinary system
6225,INCOMPETENCE OF CERVIX,NonChronic,Diseases of the genitourinary system
6226,HYPERTROPHIC ELONG CERVX,NonChronic,Diseases of the genitourinary system
6227,MUCOUS POLYP OF CERVIX,NonChronic,Diseases of the genitourinary system
6228,NONINFLAM DIS CERVIX NEC,NonChronic,Diseases of the genitourinary system
6229,NONINFLAM DIS CERVIX NOS,NonChronic,Diseases of the genitourinary system
6230,DYSPLASIA OF VAGINA,NonChronic,Diseases of the genitourinary system
6231,LEUKOPLAKIA OF VAGINA,NonChronic,Diseases of the genitourinary system
6232,STRICTURE OF VAGINA,NonChronic,Diseases of the genitourinary system
6233,TIGHT HYMENAL RING,NonChronic,Diseases of the genitourinary system
6234,OLD VAGINAL LACERATION,NonChronic,Diseases of the genitourinary system
6235,NONINFECT VAG LEUKORRHEA,NonChronic,Diseases of the genitourinary system
6236,VAGINAL HEMATOMA,NonChronic,Diseases of the genitourinary system
6237,POLYP OF VAGINA,NonChronic,Diseases of the genitourinary system
6238,NONINFLAM DIS VAGINA NEC,NonChronic,Diseases of the genitourinary system
6239,NONINFLAM DIS VAGINA NOS,NonChronic,Diseases of the genitourinary system
6240,DYSTROPHY OF VULVA (End 2007),NonChronic,Diseases of the genitourinary system
62401,VULVAR INTRAEPH NEOPL I (Begin 2007),NonChronic,Diseases of the genitourinary system
62402,VULVR INTRAEPTH NEOPL II (Begin 2007),NonChronic,Diseases of the genitourinary system
62409,DYSTROPHY OF VULVA NEC (Begin 2007),NonChronic,Diseases of the genitourinary system
6241,ATROPHY OF VULVA,NonChronic,Diseases of the genitourinary system
6242,HYPERTROPHY OF CLITORIS,NonChronic,Diseases of the genitourinary system
6243,HYPERTROPHY OF LABIA,NonChronic,Diseases of the genitourinary system
6244,OLD LACERATION OF VULVA,NonChronic,Diseases of the genitourinary system
6245,HEMATOMA OF VULVA,NonChronic,Diseases of the genitourinary system
6246,POLYP OF LABIA AND VULVA,NonChronic,Diseases of the genitourinary system
6248,NONINFLAM DIS VULVA NEC,NonChronic,Diseases of the genitourinary system
6249,NONINFLAM DIS VULVA NOS,NonChronic,Diseases of the genitourinary system
6250,DYSPAREUNIA,Chronic,Diseases of the genitourinary system
6251,VAGINISMUS,NonChronic,Diseases of the genitourinary system
6252,MITTELSCHMERZ,Chronic,Diseases of the genitourinary system
6253,DYSMENORRHEA,Chronic,Diseases of the genitourinary system
6254,PREMENSTRUAL TENSION,Chronic,Diseases of the genitourinary system
6255,PELVIC CONGESTION SYND,NonChronic,Diseases of the genitourinary system
6256,FEM STRESS INCONTINENCE,Chronic,Diseases of the genitourinary system
62570,VULVODYNIA NOS (begin 2008),Chronic,Diseases of the genitourinary system
62571,VULVAR VESTIBULITIS (begin 2008),Chronic,Diseases of the genitourinary system
62579,OTHER VULVODYNIA (begin 2008),Chronic,Diseases of the genitourinary system
6258,FEM GENITAL SYMPTOMS NEC,NonChronic,Diseases of the genitourinary system
6259,FEM GENITAL SYMPTOMS NOS,NonChronic,Diseases of the genitourinary system
6260,ABSENCE OF MENSTRUATION,Chronic,Diseases of the genitourinary system
6261,SCANTY MENSTRUATION,Chronic,Diseases of the genitourinary system
6262,EXCESSIVE MENSTRUATION,Chronic,Diseases of the genitourinary system
6263,PUBERTAL MENORRHAGIA,Chronic,Diseases of the genitourinary system
6264,IRREGULAR MENSTRUATION,Chronic,Diseases of the genitourinary system
6265,OVULATION BLEEDING,Chronic,Diseases of the genitourinary system
6266,METRORRHAGIA,Chronic,Diseases of the genitourinary system
6267,POSTCOITAL BLEEDING,Chronic,Diseases of the genitourinary system
6268,MENSTRUAL DISORDER NEC,Chronic,Diseases of the genitourinary system
6269,MENSTRUAL DISORDER NOS,Chronic,Diseases of the genitourinary system
6270,PREMENOPAUSE MENORRHAGIA,Chronic,Diseases of the genitourinary system
6271,POSTMENOPAUSAL BLEEDING,Chronic,Diseases of the genitourinary system
6272,FEMALE CLIMACTERIC STATE,Chronic,Diseases of the genitourinary system
6273,ATROPHIC VAGINITIS,Chronic,Diseases of the genitourinary system
6274,ARTIFIC MENOPAUSE STATES,Chronic,Diseases of the genitourinary system
6278,MENOPAUSAL DISORDER NEC,Chronic,Diseases of the genitourinary system
6279,MENOPAUSAL DISORDER NOS,Chronic,Diseases of the genitourinary system
6280,INFERTILITY-ANOVULATION,Chronic,Diseases of the genitourinary system
6281,INFERTIL-PITUITARY ORIG,Chronic,Diseases of the genitourinary system
6282,INFERTILITY-TUBAL ORIGIN,Chronic,Diseases of the genitourinary system
6283,INFERTILITY-UTERINE ORIG,Chronic,Diseases of the genitourinary system
6284,INFERTIL-CERVICAL ORIG,Chronic,Diseases of the genitourinary system
6288,FEMALE INFERTILITY NEC,Chronic,Diseases of the genitourinary system
6289,FEMALE INFERTILITY NOS,Chronic,Diseases of the genitourinary system
6290,HEMATOCELE FEMALE NEC,NonChronic,Diseases of the genitourinary system
6291,HYDROCELE CANAL NUCK-FEM,NonChronic,Diseases of the genitourinary system
62920,GENITAL MUTILATION NOS (Begin 2004),Chronic,Diseases of the genitourinary system
62921,GENITAL MUTILATN TYPE I (Begin 2004),Chronic,Diseases of the genitourinary system
62922,GENITAL MUTILATN TYPE II (Begin 2004),Chronic,Diseases of the genitourinary system
62923,GENITAL MUILATN TYPE III (Begin 2004),Chronic,Diseases of the genitourinary system
62929,FEM GENITAL MUTILATE NEC (Begin 2006),Chronic,Diseases of the genitourinary system
62931,Eros imp vag mesh in tis (begin 2011),NonChronic,Diseases of the genitourinary system
62932,Exp imp vag mesh-vagina (begin 2011),NonChronic,Diseases of the genitourinary system
6298,FEMALE GENITAL DIS NEC,NonChronic,Diseases of the genitourinary system
62981,HAB ABORTR W/O CURR PREG (Begin 2006),NonChronic,Diseases of the genitourinary system
62989,FEMALE GENITAL DISOR NEC (Begin 2006),NonChronic,Diseases of the genitourinary system
6299,FEMALE GENITAL DIS NOS,NonChronic,Diseases of the genitourinary system
630,HYDATIDIFORM MOLE,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
631,OTH ABN PROD CONCEPTION (end 2011),NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
6310,Inapp chg hCG early preg (begin 2011),NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
6318,Oth abn prod conception (begin 2011),NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
632,MISSED ABORTION,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
6330,ABDOMINAL PREGNANCY  (End 2002),NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63300,ABDOMINAL PREG W/O INTRAUTERINE PREG (Begin 2002),NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63301,ABDOMINAL PREG WITH INTRAUTERINE PREG (Begin 2002),NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
6331,TUBAL PREGNANCY  (End 2002),NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63310,TUBAL PREGNANCY W/O INTRAUTERINE PREG (Begin 2002),NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63311,TUBAL PREGNANCY WITH INTRAUTERINE PREG (Begin 2002),NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
6332,OVARIAN PREGNANCY  (End 2002),NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63320,OVARIAN PREGNCY W/O INTRAUTERINE PREG (Begin 2002),NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63321,OVARIAN PREGNANCY W/ INTRAUTERINE PREG (Begin 2002),NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
6338,ECTOPIC PREGNANCY NEC  (End 2002),NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63380,OT ECTOPIC PREGNANCY W/O INTRAU PREG (Begin 2002),NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63381,OT ECTOPIC PREGNANCY WITH INTRAU PREG (Begin 2002),NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
6339,ECTOPIC PREGNANCY NOS  (End 2002),NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63390,UNSPEC ECTOPIC PREG W/O INTRAU PREG (Begin 2002),NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63391,UNSPEC ECTOPIC PREG WITH INTRAU PREG (Begin 2002),NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63400,SPON ABOR W PEL INF-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63401,SPON ABOR W PELV INF-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63402,SPON ABOR W PEL INF-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63410,SPON ABORT W HEMORR-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63411,SPON ABORT W HEMORR-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63412,SPON ABORT W HEMORR-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63420,SPON AB W PEL DAMAG-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63421,SPON AB W PELV DAMAG-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63422,SPON AB W PEL DAMAG-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63430,SPON AB W REN FAIL-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63431,SPON AB W REN FAIL-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63432,SPON AB W REN FAIL-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63440,SPON AB W METAB DIS-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63441,SPON AB W METAB DIS-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63442,SPON AB W METAB DIS-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63450,SPON ABORT W SHOCK-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63451,SPON ABORT W SHOCK-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63452,SPON ABORT W SHOCK-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63460,SPON ABORT W EMBOL-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63461,SPON ABORT W EMBOL-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63462,SPON ABORT W EMBOL-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63470,SPON AB W COMPL NEC-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63471,SPON AB W COMPL NEC-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63472,SPON AB W COMPL NEC-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63480,SPON AB W COMPL NOS-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63481,SPON AB W COMPL NOS-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63482,SPON AB W COMPL NOS-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63490,SPON ABORT UNCOMPL-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63491,SPON ABORT UNCOMPL-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63492,SPON ABORT UNCOMPL-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63500,LEG ABOR W PELV INF-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63501,LEG ABOR W PELV INF-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63502,LEG ABOR W PELV INF-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63510,LEGAL ABOR W HEMORR-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63511,LEGAL ABORT W HEMORR-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63512,LEGAL ABOR W HEMORR-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63520,LEG AB W PELV DAMAG-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63521,LEG AB W PELV DAMAG-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63522,LEG AB W PELV DAMAG-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63530,LEG ABOR W REN FAIL-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63531,LEG ABOR W REN FAIL-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63532,LEG ABOR W REN FAIL-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63540,LEG AB W METAB DIS-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63541,LEG AB W METAB DIS-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63542,LEG AB W METAB DIS-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63550,LEGAL ABORT W SHOCK-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63551,LEGAL ABORT W SHOCK-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
